"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","early1","early2","stamp","id"
"A281NYJUA83Y3Y","cs_wg_full_v1_pilot1","36NEMU28XFEX83H54MZ0O46FG2QWMI","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","26","1","34878","firefly","monkey
chimney
blanket
fli","21000",,,"2018-06-05 20:35:41","17974"
"ASDOYPL3T2CFL","cs_wg_full_v1_pilot1","3H7XDTSHKCSXGTLJTJ15BZMIKGEWGA","0","Memory","1","[]","1","30","1","56741","[""firefly"",""friend"",""flight"",""addict"",""chimney"",""chicken"",""jacket"",""tennis"",""bullet"",""heaven"",""liquid"",""""]","[""17"",""16"",""12"",""9"",""8"",""3"",""8"",""5"",""5"",""5"",""5"",""""]","181000",,,"2018-06-05 20:38:34","17975"
"A281NYJUA83Y3Y","cs_wg_full_v1_pilot1","36NEMU28XFEX83H54MZ0O46FG2QWMI","1","Memory","1","[]","1","30","1","16531","[""firefly"",""monkey"",""chimney"",""blanket"",""spatula"",""canvas"",""bikini"",""jungle"",""brownie"",""bakery"","""",""""]","[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"","""",""""]","181000",,,"2018-06-05 20:39:01","17976"
"A014297063OPPUEBTOLM","cs_wg_full_v1_pilot1","3O6CYIULED2GLBMEDOQMFEN9TOTWUA","0","Memory","1","[]","1","30","1","67504","[""monkey"",""coffin"",""jungle"",""brownie"",""walrus"",""beaver"",""priest"",""magnet"",""cricket"",""royalty"","""",""""]","[""9"",""17"",""12"",""5"",""6"",""3"",""16"",""8"",""3"",""5"","""",""""]","181000",,,"2018-06-05 20:39:29","17977"
"A5KS7FL1E2RYE","cs_wg_full_v1_pilot1","3X0H8UUIT1P06YUAOJVM0D5L8R8WSU","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","54595","muffin",,"21000",,,"2018-06-05 20:43:31","17978"
"A5KS7FL1E2RYE","cs_wg_full_v1_pilot1","3X0H8UUIT1P06YUAOJVM0D5L8R8WSU","0","Memory","1","[]","1","30","1","21351","[""camera"",""muffin"",""cricket"",""tongue"",""spiral"",""dollar"","""","""","""","""","""",""""]","[""16"",""17"",""3"",""12"",""3"",""5"","""","""","""","""","""",""""]","181000",,,"2018-06-05 20:46:56","17979"
"A1WTIPXQDJIMUI","cs_wg_full_v1_pilot1","3137ONMDKG63ZTZS8J7ZPTFIDCAEGD","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","18","0","1945","12","john
","21000",,,"2018-06-05 20:50:26","17980"
"A2LLFJURME73XE","cs_wg_full_v1_pilot1","39JEC7537U27KS591N0QZ6IPFFLVCQ","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","7","0","44590","85","FRIZZE","21000",,,"2018-06-05 20:51:24","17981"
"A1WTIPXQDJIMUI","cs_wg_full_v1_pilot1","3137ONMDKG63ZTZS8J7ZPTFIDCAEGD","1","Memory","1","[]","1","7","0","2804","[""javelin"",""sponge"",""forgery"",""bikini"",""firefly"",""monkey"",""dagger"",""chorus"",""tennis"",""chicken"",""heaven"",""javelin""]","[""5"",""8"",""16"",""8"",""17"",""9"",""12"",""6"",""5"",""3"",""3"",""5""]","181000",,,"2018-06-05 20:53:31","17982"
"A2LLFJURME73XE","cs_wg_full_v1_pilot1","39JEC7537U27KS591N0QZ6IPFFLVCQ","0","Memory","1","[]","1","30","1","13098","[""BIKINI"",""BEAUTY "",""PEAKS "",""FRIZZE"",""CHORUS"",""SUNBURN"",""PLANET"",""BULLET"","""","""","""",""""]","[""3"",""5"",""16"",""5"",""3"",""6"",""8"",""5"","""","""","""",""""]","181000",,,"2018-06-05 20:54:40","17983"
"A1XBKAX2AVXF2O","cs_wg_full_v1_pilot1","3FTOP5WARFPEZ5AZ8ITN1H5UB3N0JN","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","7","0","2063","8","bikini","21000",,,"2018-06-05 20:59:04","17984"
"A1XBKAX2AVXF2O","cs_wg_full_v1_pilot1","3FTOP5WARFPEZ5AZ8ITN1H5UB3N0JN","1","Memory","1","[]","1","7","0","3845","[""bikini"",""monkey"",""beauty"",""chicken"",""chicken"",""beauty"",""monkey"",""waffel"",""beauty"",""monkey"",""waffel"",""beauty""]","[""8"",""5"",""8"",""8"",""17"",""15"",""10"",""5"",""6"",""3"",""13"",""5""]","181000",,,"2018-06-05 21:02:11","17985"
" A34YH4SO3FPCA","cs_wg_full_v1_pilot1","3PDJHANYK5HDMA1OM76JY5Z6BEZH6U","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","88156","chimney","Chimney","21000",,,"2018-06-05 21:06:00","17986"
"A2RUHO7I7Y4XFA","cs_wg_full_v1_pilot1","3OONKJ5DKCKTK346MBIHTUIZ11OBOX","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","26","1","151307","friend",,"21000",,,"2018-06-05 21:07:55","17987"
" A34YH4SO3FPCA","cs_wg_full_v1_pilot1","3PDJHANYK5HDMA1OM76JY5Z6BEZH6U","0","Memory","1","[]","1","30","1","32713","[""silver"",""chimney"",""domino"",""flight"",""flight"","""","""","""","""","""","""",""""]","[""3"",""6"",""8"",""12"",""17"","""","""","""","""","""","""",""""]","181000",,,"2018-06-05 21:09:36","17988"
"A2RUHO7I7Y4XFA","cs_wg_full_v1_pilot1","3OONKJ5DKCKTK346MBIHTUIZ11OBOX","1","Memory","1","[]","1","30","1","60589","[""casino"",""friend"",""traffic"",""cricket"",""heaven"",""royalty"",""costume"",""eardrum"",""cabinet"",""beggar"",""chimney"",""turkey""]","[""8"",""16"",""17"",""3"",""3"",""5"",""5"",""6"",""5"",""12"",""8"",""9""]","181000",,,"2018-06-05 21:11:58","17989"
"A2UFZ49YJO16T1","cs_wg_full_v1_pilot1","34Q075JO1XE74OUVITNHXH98HMH10E","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","7","0","25093",,"pumpkin","21000",,,"2018-06-05 21:25:20","17990"
"A2UFZ49YJO16T1","cs_wg_full_v1_pilot1","34Q075JO1XE74OUVITNHXH98HMH10E","0","Memory","1","[]","1","30","1","12577","[""pumpkin"",""trivia"",""addict"",""chimney"",""giraffe"",""tennis"","""","""","""","""","""",""""]","[""3"",""3"",""8"",""8"",""17"",""6"","""","""","""","""","""",""""]","181000",,,"2018-06-05 21:28:36","17991"
"AONJLTBODD2WN","cs_wg_full_v1_pilot1","3U4J9857OECMZXC75P1FI8W4BDO7BF","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","26","1","31238",,"cricke heaven coffin","21000",,,"2018-06-05 21:35:54","17992"
"AONJLTBODD2WN","cs_wg_full_v1_pilot1","3U4J9857OECMZXC75P1FI8W4BDO7BF","1","Memory","1","[]","1","30","1","34126","[""cricket"",""heaven"",""coffin"",""battery"",""pillar"",""liquid"",""peanut"",""bikini"",""planet"",""tongue"",""bucket"",""chorus""]","[""3"",""3"",""17"",""16"",""5"",""5"",""5"",""8"",""8"",""12"",""9"",""6""]","181000",,,"2018-06-05 21:39:31","17993"
"A29CG3KIKPKPBB","cs_wg_full_v1_pilot1","3A0EX8ZRN8P5EH88SYRFVLG1FBMYBU","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","24448","sunburn",,"21000",,,"2018-06-05 21:47:06","17994"
"A29CG3KIKPKPBB","cs_wg_full_v1_pilot1","3A0EX8ZRN8P5EH88SYRFVLG1FBMYBU","0","Memory","1","[]","1","30","1","11907","[""kidney"",""dollar"",""giraffe"",""canvas"",""basket"",""spiral"",""casino"",""bakery"","""","""","""",""""]","[""8"",""5"",""17"",""3"",""3"",""6"",""8"",""12"","""","""","""",""""]","181000",,,"2018-06-05 21:50:21","17995"
"A2WKN97R9EXE6B","cs_wg_full_v1_pilot1","33PPUNGG386SZEZ2KHFO97U73S3ZRB","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","5820","none","great","21000",,,"2018-06-05 21:55:57","17996"
"A2WKN97R9EXE6B","cs_wg_full_v1_pilot1","33PPUNGG386SZEZ2KHFO97U73S3ZRB","0","Memory","1","[]","1","30","1","23151","["""","""","""","""","""","""","""","""","""","""","""",""""]","["""","""","""","""","""","""","""","""","""","""","""",""""]","181000",,,"2018-06-05 21:59:26","17997"
"A3OPHHRV96Y2UH","cs_wg_full_v1_pilot1","3JAOYWH7VI52QPMCBZOTA7JFIXPL9R","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","7","0","30825","20","FIZZEL","21000",,,"2018-06-05 22:09:25","17998"
"A177PH8HH3T5P8","cs_wg_full_v1_pilot1","3WYGZ5XF3WG9BY0TZ5CJC2BQLL9KSY","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","25087","silver","walrus pumpkin tennis silver","21000",,,"2018-06-05 22:22:23","17999"
"A177PH8HH3T5P8","cs_wg_full_v1_pilot1","3WYGZ5XF3WG9BY0TZ5CJC2BQLL9KSY","0","Memory","1","[]","1","30","1","50175","[""pumpkin"",""tennis"",""royalty"",""banquet"",""walrus"",""muffin"",""bakery"",""baptism"",""magnet"",""pickle"",""silver"",""budget""]","[""3"",""5"",""5"",""5"",""6"",""17"",""16"",""8"",""8"",""9"",""3"",""12""]","181000",,,"2018-06-05 22:26:16","18000"
"A37X34Z4YCX56Z","cs_wg_full_v1_pilot1","3A4NIXBJ760HX95608SYFTPZIXTLMP","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","28662","eardrum",,"21000",,,"2018-06-05 22:31:52","18001"
"A37X34Z4YCX56Z","cs_wg_full_v1_pilot1","3A4NIXBJ760HX95608SYFTPZIXTLMP","0","Memory","1","[]","1","30","1","29576","[""coffin"",""bakery"",""budget"",""cricket"",""beaver"",""royalty"",""eardrum"",""kidney"",""picture"",""brownie"",""casino"",""turkey""]","[""17"",""16"",""12"",""3"",""3"",""5"",""6"",""8"",""5"",""5"",""8"",""9""]","181000",,,"2018-06-05 22:35:24","18002"
"A3BS3RZIWQMB9G","cs_wg_full_v1_pilot1","3ZY8KE4ISJ4BETFS651LJB76JWQQVY","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","26","1","26827","MONKEY",,"21000",,,"2018-06-05 22:43:29","18003"
"A3BS3RZIWQMB9G","cs_wg_full_v1_pilot1","3ZY8KE4ISJ4BETFS651LJB76JWQQVY","1","Memory","1","[]","1","30","1","14590","[""MONKEY"",""COFFEE"",""CELERY"",""BUDGET"",""WALNUT"",""SUNRISE"",""BLANKET"",""HEAVEN"",""DOMINO"","""","""",""""]","[""9"",""17"",""16"",""12"",""5"",""5"",""3"",""3"",""8"","""","""",""""]","181000",,,"2018-06-05 22:46:47","18004"
"AR22D9E55HQBF","cs_wg_full_v1_pilot1","30IQTZXKAK7FUPFOPM8OSQD9M4R0X6","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","18346","shiver","shiver, brownie, bullet, friend, waffle, liquid, sponge, ","21000",,,"2018-06-05 23:19:23","18005"
"AR22D9E55HQBF","cs_wg_full_v1_pilot1","30IQTZXKAK7FUPFOPM8OSQD9M4R0X6","0","Memory","1","[]","1","30","1","13218","[""sponge"",""liquid"",""waffle"",""friend"",""budget"",""bagpipe"",""eardrum"",""shiver"",""chicken"",""brownie"",""jacket"",""""]","[""8"",""5"",""17"",""16"",""12"",""8"",""6"",""3"",""3"",""5"",""9"",""""]","181000",,,"2018-06-05 23:22:39","18006"
"A90G0G4SJ26BM","cs_wg_full_v1_pilot1","3MTMREQS4VJW628G7J9VFDBFMM6WA5","1","Third-to-last letter early","0","[21,7,14,6,11,5,12,18,14,11,22,10]","0","26","1","51445","giraffe","giraffe","21000",,,"2018-06-05 23:56:21","18007"
"A90G0G4SJ26BM","cs_wg_full_v1_pilot1","3MTMREQS4VJW628G7J9VFDBFMM6WA5","1","Memory","1","[]","1","30","1","66505","[""cabinet"",""giraffe"",""priest "",""bullet"",""canvas"",""planet"",""domino"",""pickle "",""chicken "",""barrel"","""",""""]","[""5"",""17"",""16"",""5"",""3"",""8"",""8"",""9"",""3"",""6"","""",""""]","181000",,,"2018-06-06 00:00:30","18008"
"A25RZ87F439TDZ","cs_wg_full_v1_pilot1","3PWWM24LHSZWBYHUW10AVFPVSTY28G","0","Third-to-last letter late","0","[6,20,13,21,16,22,15,9,13,16,5,17]","0","26","1","36389","silver",,"21000",,,"2018-06-06 00:29:58","18009"
"A25RZ87F439TDZ","cs_wg_full_v1_pilot1","3PWWM24LHSZWBYHUW10AVFPVSTY28G","0","Memory","1","[]","1","30","1","73734","[""cannon"",""silver"",""nickel"",""jungle"",""waffle"",""camera"",""costume"",""smoker"",""addict"",""dollar"",""tennis"",""""]","[""8"",""3"",""3"",""12"",""17"",""16"",""5"",""9"",""8"",""5"",""5"",""""]","181000",,,"2018-06-06 00:34:15","18010"
