subject,trial,choice_real_ind,s1_value,rank_value
175,4,11,10,8
175,5,3,0,11
175,6,6,0,9
175,7,11,10,7
175,8,3,0,14
176,1,11,10,11
176,2,9,0,12
176,3,1,0,14
176,4,10,10,12
176,5,13,10,7
176,6,2,0,7
176,7,5,10,12
176,8,12,10,12
177,1,1,10,14
177,2,7,0,14
177,3,7,0,13
177,4,6,0,7
177,5,1,10,9
177,6,13,0,13
177,7,9,0,13
177,8,10,10,13
178,1,10,10,13
178,2,7,0,14
178,3,12,10,10
178,4,10,10,12
178,5,2,0,14
178,6,2,0,7
178,7,9,10,13
178,8,3,10,14
179,1,12,0,6
179,2,2,10,11
179,3,1,10,14
179,4,13,0,11
179,5,2,10,14
179,6,1,10,11
179,7,9,0,13
179,8,10,0,13
180,1,9,10,4
180,2,9,10,12
180,3,11,10,11
180,4,7,10,10
180,5,2,10,14
180,6,7,10,14
180,7,7,10,8
180,8,10,10,13
181,1,8,10,10
181,2,3,10,8
181,3,1,10,14
181,4,10,10,12
181,5,3,10,11
181,6,8,10,12
181,7,11,0,7
181,8,13,10,10
182,1,12,10,6
182,2,7,10,14
182,3,11,10,11
182,4,6,10,7
182,5,6,10,10
182,6,8,10,12
182,7,9,10,13
182,8,2,0,8
183,1,10,10,13
183,2,7,0,14
183,3,13,0,12
183,4,14,0,14
183,5,2,0,14
183,6,7,0,14
183,7,5,0,12
183,8,13,0,10
184,1,1,0,14
184,2,3,10,8
184,3,1,0,14
184,4,3,10,1
184,5,2,10,14
184,6,5,0,3
184,7,5,0,12
184,8,13,0,10
