Subj,Trial,OptionID,Choice,MFval,MBval,Choice2
109,1,14,0,1,1,0
109,2,1,0,1,13,7
109,2,2,0,0,11,0
109,2,3,0,0,8,0
109,2,4,0,0,4,0
109,2,5,0,0,1,0
109,2,6,0,1,3,0
109,2,7,1,1,14,0
109,2,8,0,0,5,0
109,2,9,0,1,12,0
109,2,10,0,0,10,0
109,2,11,0,1,6,0
109,2,12,0,0,7,0
109,2,13,0,1,2,0
109,2,14,0,1,9,0
109,3,1,0,1,14,7
109,3,2,0,0,2,0
109,3,3,0,0,3,0
109,3,4,0,0,5,0
109,3,5,0,0,4,0
109,3,6,0,1,9,0
109,3,7,1,1,13,0
109,3,8,0,0,1,0
109,3,9,0,1,7,0
109,3,10,0,0,6,0
109,3,11,0,1,11,0
109,3,12,0,0,10,0
109,3,13,0,1,12,0
109,3,14,0,1,8,0
109,4,1,0,1,13,13
109,4,2,0,0,6,0
109,4,3,0,0,1,0
109,4,4,0,0,5,0
109,4,5,0,0,3,0
109,4,6,0,1,7,0
109,4,7,0,1,10,0
109,4,8,0,0,4,0
109,4,9,0,1,2,0
109,4,10,0,0,12,0
109,4,11,0,1,8,0
109,4,12,0,0,9,0
109,4,13,1,1,11,0
109,4,14,0,1,14,0
109,5,1,0,1,9,9
109,5,2,0,0,14,0
109,5,3,0,0,11,0
109,5,4,0,0,6,0
109,5,5,0,0,2,0
109,5,6,0,1,10,0
109,5,7,0,1,4,0
109,5,8,0,0,12,0
109,5,9,1,1,1,0
109,5,10,0,0,3,0
109,5,11,0,1,5,0
109,5,12,0,0,13,0
109,5,13,0,1,7,0
109,5,14,0,1,8,0
109,6,1,0,1,11,13
109,6,2,0,0,7,0
109,6,3,0,0,8,0
109,6,4,0,0,10,0
109,6,5,0,0,3,0
109,6,6,0,1,9,0
109,6,7,0,1,14,0
109,6,8,0,0,12,0
109,6,9,0,1,1,0
109,6,10,0,0,6,0
109,6,11,0,1,2,0
109,6,12,0,0,5,0
109,6,13,1,1,13,0
109,6,14,0,1,4,0
109,7,1,0,1,3,7
109,7,2,0,0,2,0
109,7,3,0,0,9,0
109,7,4,0,0,14,0
109,7,5,0,0,12,0
109,7,6,0,1,1,0
109,7,7,1,1,8,0
109,7,8,0,0,10,0
109,7,9,0,1,13,0
109,7,10,0,0,5,0
109,7,11,0,1,7,0
109,7,12,0,0,11,0
109,7,13,0,1,4,0
109,7,14,0,1,6,0
109,8,1,0,1,11,4
109,8,2,0,0,8,0
109,8,3,0,0,14,0
109,8,4,1,0,5,0
109,8,5,0,0,6,0
109,8,6,0,1,4,0
109,8,7,0,1,7,0
109,8,8,0,0,9,0
109,8,9,0,1,1,0
109,8,10,0,0,13,0
109,8,11,0,1,3,0
109,8,12,0,0,12,0
109,8,13,0,1,10,0
109,8,14,0,1,2,0
110,1,1,1,0,14,1
110,1,2,0,1,3,0
110,1,3,0,0,12,0
110,1,4,0,1,5,0
110,1,5,0,1,2,0
110,1,6,0,0,8,0
110,1,7,0,1,9,0
110,1,8,0,0,10,0
110,1,9,0,1,4,0
110,1,10,0,0,13,0
110,1,11,0,1,11,0
110,1,12,0,0,6,0
110,1,13,0,0,7,0
110,1,14,0,1,1,0
110,2,1,0,0,13,7
110,2,2,0,1,11,0
110,2,3,0,0,8,0
110,2,4,0,1,4,0
110,2,5,0,1,1,0
110,2,6,0,0,3,0
110,2,7,1,1,14,0
110,2,8,0,0,5,0
110,2,9,0,1,12,0
110,2,10,0,0,10,0
110,2,11,0,1,6,0
110,2,12,0,0,7,0
110,2,13,0,0,2,0
110,2,14,0,1,9,0
110,3,1,0,0,14,6
110,3,2,0,1,2,0
110,3,3,0,0,3,0
110,3,4,0,1,5,0
110,3,5,0,1,4,0
110,3,6,1,0,9,0
110,3,7,0,1,13,0
110,3,8,0,0,1,0
110,3,9,0,1,7,0
110,3,10,0,0,6,0
110,3,11,0,1,11,0
110,3,12,0,0,10,0
110,3,13,0,0,12,0
110,3,14,0,1,8,0
110,4,1,0,0,13,14
110,4,2,0,1,6,0
110,4,3,0,0,1,0
110,4,4,0,1,5,0
110,4,5,0,1,3,0
110,4,6,0,0,7,0
110,4,7,0,1,10,0
110,4,8,0,0,4,0
110,4,9,0,1,2,0
110,4,10,0,0,12,0
110,4,11,0,1,8,0
110,4,12,0,0,9,0
110,4,13,0,0,11,0
110,4,14,1,1,14,0
110,5,1,0,0,9,8
110,5,2,0,1,14,0
110,5,3,0,0,11,0
110,5,4,0,1,6,0
110,5,5,0,1,2,0
110,5,6,0,0,10,0
110,5,7,0,1,4,0
110,5,8,1,0,12,0
110,5,9,0,1,1,0
110,5,10,0,0,3,0
110,5,11,0,1,5,0
110,5,12,0,0,13,0
110,5,13,0,0,7,0
110,5,14,0,1,8,0
110,6,1,0,0,11,13
110,6,2,0,1,7,0
110,6,3,0,0,8,0
110,6,4,0,1,10,0
110,6,5,0,1,3,0
110,6,6,0,0,9,0
110,6,7,0,1,14,0
110,6,8,0,0,12,0
110,6,9,0,1,1,0
110,6,10,0,0,6,0
110,6,11,0,1,2,0
110,6,12,0,0,5,0
110,6,13,1,0,13,0
110,6,14,0,1,4,0
110,7,1,0,0,3,5
110,7,2,0,1,2,0
110,7,3,0,0,9,0
110,7,4,0,1,14,0
110,7,5,1,1,12,0
110,7,6,0,0,1,0
110,7,7,0,1,8,0
110,7,8,0,0,10,0
110,7,9,0,1,13,0
110,7,10,0,0,5,0
110,7,11,0,1,7,0
110,7,12,0,0,11,0
110,7,13,0,0,4,0
110,7,14,0,1,6,0
110,8,1,0,0,11,10
110,8,2,0,1,8,0
110,8,3,0,0,14,0
110,8,4,0,1,5,0
110,8,5,0,1,6,0
110,8,6,0,0,4,0
110,8,7,0,1,7,0
110,8,8,0,0,9,0
110,8,9,0,1,1,0
110,8,10,1,0,13,0
110,8,11,0,1,3,0
110,8,12,0,0,12,0
110,8,13,0,0,10,0
110,8,14,0,1,2,0
111,1,1,0,1,14,13
111,1,2,0,0,3,0
111,1,3,0,0,12,0
111,1,4,0,1,5,0
111,1,5,0,1,2,0
111,1,6,0,0,8,0
111,1,7,0,1,9,0
111,1,8,0,1,10,0
111,1,9,0,0,4,0
111,1,10,0,0,13,0
111,1,11,0,0,11,0
111,1,12,0,0,6,0
111,1,13,1,1,7,0
111,1,14,0,1,1,0
111,2,1,0,1,13,7
111,2,2,0,0,11,0
111,2,3,0,0,8,0
111,2,4,0,1,4,0
111,2,5,0,1,1,0
111,2,6,0,0,3,0
111,2,7,1,1,14,0
111,2,8,0,1,5,0
111,2,9,0,0,12,0
111,2,10,0,0,10,0
111,2,11,0,0,6,0
111,2,12,0,0,7,0
111,2,13,0,1,2,0
111,2,14,0,1,9,0
111,3,1,0,1,14,13
111,3,2,0,0,2,0
111,3,3,0,0,3,0
111,3,4,0,1,5,0
111,3,5,0,1,4,0
111,3,6,0,0,9,0
111,3,7,0,1,13,0
111,3,8,0,1,1,0
111,3,9,0,0,7,0
111,3,10,0,0,6,0
111,3,11,0,0,11,0
111,3,12,0,0,10,0
111,3,13,1,1,12,0
111,3,14,0,1,8,0
111,4,1,0,1,13,8
111,4,2,0,0,6,0
111,4,3,0,0,1,0
111,4,4,0,1,5,0
111,4,5,0,1,3,0
111,4,6,0,0,7,0
111,4,7,0,1,10,0
111,4,8,1,1,4,0
111,4,9,0,0,2,0
111,4,10,0,0,12,0
111,4,11,0,0,8,0
111,4,12,0,0,9,0
111,4,13,0,1,11,0
111,4,14,0,1,14,0
111,5,1,0,1,9,3
111,5,2,0,0,14,0
111,5,3,1,0,11,0
111,5,4,0,1,6,0
111,5,5,0,1,2,0
111,5,6,0,0,10,0
111,5,7,0,1,4,0
111,5,8,0,1,12,0
111,5,9,0,0,1,0
111,5,10,0,0,3,0
111,5,11,0,0,5,0
111,5,12,0,0,13,0
111,5,13,0,1,7,0
111,5,14,0,1,8,0
111,6,1,0,1,11,14
111,6,2,0,0,7,0
111,6,3,0,0,8,0
111,6,4,0,1,10,0
111,6,5,0,1,3,0
111,6,6,0,0,9,0
111,6,7,0,1,14,0
111,6,8,0,1,12,0
111,6,9,0,0,1,0
111,6,10,0,0,6,0
111,6,11,0,0,2,0
111,6,12,0,0,5,0
111,6,13,0,1,13,0
111,6,14,1,1,4,0
111,7,1,0,1,3,8
111,7,2,0,0,2,0
111,7,3,0,0,9,0
111,7,4,0,1,14,0
111,7,5,0,1,12,0
111,7,6,0,0,1,0
111,7,7,0,1,8,0
111,7,8,1,1,10,0
111,7,9,0,0,13,0
111,7,10,0,0,5,0
111,7,11,0,0,7,0
111,7,12,0,0,11,0
111,7,13,0,1,4,0
111,7,14,0,1,6,0
111,8,1,0,1,11,14
111,8,2,0,0,8,0
111,8,3,0,0,14,0
111,8,4,0,1,5,0
111,8,5,0,1,6,0
111,8,6,0,0,4,0
111,8,7,0,1,7,0
111,8,8,0,1,9,0
111,8,9,0,0,1,0
111,8,10,0,0,13,0
111,8,11,0,0,3,0
111,8,12,0,0,12,0
111,8,13,0,1,10,0
111,8,14,1,1,2,0
112,1,1,0,1,14,13
112,1,2,0,0,3,0
112,1,3,0,1,12,0
112,1,4,0,0,5,0
112,1,5,0,0,2,0
112,1,6,0,0,8,0
112,1,7,0,1,9,0
112,1,8,0,0,10,0
112,1,9,0,1,4,0
112,1,10,0,0,13,0
112,1,11,0,1,11,0
112,1,12,0,0,6,0
112,1,13,1,1,7,0
112,1,14,0,1,1,0
112,2,1,1,1,13,1
112,2,2,0,0,11,0
112,2,3,0,1,8,0
112,2,4,0,0,4,0
112,2,5,0,0,1,0
112,2,6,0,0,3,0
112,2,7,0,1,14,0
112,2,8,0,0,5,0
112,2,9,0,1,12,0
112,2,10,0,0,10,0
112,2,11,0,1,6,0
112,2,12,0,0,7,0
112,2,13,0,1,2,0
112,2,14,0,1,9,0
112,3,1,0,1,14,13
112,3,2,0,0,2,0
112,3,3,0,1,3,0
112,3,4,0,0,5,0
112,3,5,0,0,4,0
112,3,6,0,0,9,0
112,3,7,0,1,13,0
112,3,8,0,0,1,0
112,3,9,0,1,7,0
112,3,10,0,0,6,0
112,3,11,0,1,11,0
112,3,12,0,0,10,0
112,3,13,1,1,12,0
112,3,14,0,1,8,0
112,4,1,0,1,13,10
112,4,2,0,0,6,0
112,4,3,0,1,1,0
112,4,4,0,0,5,0
112,4,5,0,0,3,0
112,4,6,0,0,7,0
112,4,7,0,1,10,0
112,4,8,0,0,4,0
112,4,9,0,1,2,0
112,4,10,1,0,12,0
112,4,11,0,1,8,0
112,4,12,0,0,9,0
112,4,13,0,1,11,0
112,4,14,0,1,14,0
112,5,1,0,1,9,12
112,5,2,0,0,14,0
112,5,3,0,1,11,0
112,5,4,0,0,6,0
112,5,5,0,0,2,0
112,5,6,0,0,10,0
112,5,7,0,1,4,0
112,5,8,0,0,12,0
112,5,9,0,1,1,0
112,5,10,0,0,3,0
112,5,11,0,1,5,0
112,5,12,1,0,13,0
112,5,13,0,1,7,0
112,5,14,0,1,8,0
112,6,1,0,1,11,4
112,6,2,0,0,7,0
112,6,3,0,1,8,0
112,6,4,1,0,10,0
112,6,5,0,0,3,0
112,6,6,0,0,9,0
112,6,7,0,1,14,0
112,6,8,0,0,12,0
112,6,9,0,1,1,0
112,6,10,0,0,6,0
112,6,11,0,1,2,0
112,6,12,0,0,5,0
112,6,13,0,1,13,0
112,6,14,0,1,4,0
112,7,1,0,1,3,12
112,7,2,0,0,2,0
112,7,3,0,1,9,0
112,7,4,0,0,14,0
112,7,5,0,0,12,0
112,7,6,0,0,1,0
112,7,7,0,1,8,0
112,7,8,0,0,10,0
112,7,9,0,1,13,0
112,7,10,0,0,5,0
112,7,11,0,1,7,0
112,7,12,1,0,11,0
112,7,13,0,1,4,0
112,7,14,0,1,6,0
112,8,1,1,1,11,1
112,8,2,0,0,8,0
112,8,3,0,1,14,0
112,8,4,0,0,5,0
112,8,5,0,0,6,0
112,8,6,0,0,4,0
112,8,7,0,1,7,0
112,8,8,0,0,9,0
112,8,9,0,1,1,0
112,8,10,0,0,13,0
112,8,11,0,1,3,0
112,8,12,0,0,12,0
112,8,13,0,1,10,0
112,8,14,0,1,2,0
113,1,1,0,0,14,3
113,1,2,0,1,3,0
113,1,3,1,1,12,0
113,1,4,0,0,5,0
113,1,5,0,0,2,0
113,1,6,0,0,8,0
113,1,7,0,0,9,0
113,1,8,0,1,10,0
113,1,9,0,1,4,0
113,1,10,0,0,13,0
113,1,11,0,1,11,0
113,1,12,0,1,6,0
113,1,13,0,0,7,0
113,1,14,0,1,1,0
113,2,1,0,0,13,7
113,2,2,0,1,11,0
113,2,3,0,1,8,0
113,2,4,0,0,4,0
113,2,5,0,0,1,0
113,2,6,0,0,3,0
113,2,7,1,0,14,0
113,2,8,0,1,5,0
113,2,9,0,1,12,0
113,2,10,0,0,10,0
113,2,11,0,1,6,0
113,2,12,0,1,7,0
113,2,13,0,0,2,0
113,2,14,0,1,9,0
113,3,1,0,0,14,13
113,3,2,0,1,2,0
113,3,3,0,1,3,0
113,3,4,0,0,5,0
113,3,5,0,0,4,0
113,3,6,0,0,9,0
113,3,7,0,0,13,0
113,3,8,0,1,1,0
113,3,9,0,1,7,0
113,3,10,0,0,6,0
113,3,11,0,1,11,0
113,3,12,0,1,10,0
113,3,13,1,0,12,0
113,3,14,0,1,8,0
113,4,1,0,0,13,14
113,4,2,0,1,6,0
113,4,3,0,1,1,0
113,4,4,0,0,5,0
113,4,5,0,0,3,0
113,4,6,0,0,7,0
113,4,7,0,0,10,0
113,4,8,0,1,4,0
113,4,9,0,1,2,0
113,4,10,0,0,12,0
113,4,11,0,1,8,0
113,4,12,0,1,9,0
113,4,13,0,0,11,0
113,4,14,1,1,14,0
113,5,1,0,0,9,2
113,5,2,1,1,14,0
113,5,3,0,1,11,0
113,5,4,0,0,6,0
113,5,5,0,0,2,0
113,5,6,0,0,10,0
113,5,7,0,0,4,0
113,5,8,0,1,12,0
113,5,9,0,1,1,0
113,5,10,0,0,3,0
113,5,11,0,1,5,0
113,5,12,0,1,13,0
113,5,13,0,0,7,0
113,5,14,0,1,8,0
113,6,1,0,0,11,7
113,6,2,0,1,7,0
113,6,3,0,1,8,0
113,6,4,0,0,10,0
113,6,5,0,0,3,0
113,6,6,0,0,9,0
113,6,7,1,0,14,0
113,6,8,0,1,12,0
113,6,9,0,1,1,0
113,6,10,0,0,6,0
113,6,11,0,1,2,0
113,6,12,0,1,5,0
113,6,13,0,0,13,0
113,6,14,0,1,4,0
113,7,1,0,0,3,5
113,7,2,0,1,2,0
113,7,3,0,1,9,0
113,7,4,0,0,14,0
113,7,5,1,0,12,0
113,7,6,0,0,1,0
113,7,7,0,0,8,0
113,7,8,0,1,10,0
113,7,9,0,1,13,0
113,7,10,0,0,5,0
113,7,11,0,1,7,0
113,7,12,0,1,11,0
113,7,13,0,0,4,0
113,7,14,0,1,6,0
113,8,1,0,0,11,8
113,8,2,0,1,8,0
113,8,3,0,1,14,0
113,8,4,0,0,5,0
113,8,5,0,0,6,0
113,8,6,0,0,4,0
113,8,7,0,0,7,0
113,8,8,1,1,9,0
113,8,9,0,1,1,0
113,8,10,0,0,13,0
113,8,11,0,1,3,0
113,8,12,0,1,12,0
113,8,13,0,0,10,0
113,8,14,0,1,2,0
114,1,1,0,1,14,11
114,1,2,0,0,3,0
114,1,3,0,0,12,0
114,1,4,0,0,5,0
114,1,5,0,1,2,0
114,1,6,0,0,8,0
114,1,7,0,1,9,0
114,1,8,0,1,10,0
114,1,9,0,1,4,0
114,1,10,0,0,13,0
114,1,11,1,0,11,0
114,1,12,0,1,6,0
114,1,13,0,0,7,0
114,1,14,0,1,1,0
114,2,1,1,1,13,1
114,2,2,0,0,11,0
114,2,3,0,0,8,0
114,2,4,0,0,4,0
114,2,5,0,1,1,0
114,2,6,0,0,3,0
114,2,7,0,1,14,0
114,2,8,0,1,5,0
114,2,9,0,1,12,0
114,2,10,0,0,10,0
114,2,11,0,0,6,0
114,2,12,0,1,7,0
114,2,13,0,0,2,0
114,2,14,0,1,9,0
114,3,1,0,1,14,13
114,3,2,0,0,2,0
114,3,3,0,0,3,0
114,3,4,0,0,5,0
114,3,5,0,1,4,0
114,3,6,0,0,9,0
114,3,7,0,1,13,0
114,3,8,0,1,1,0
114,3,9,0,1,7,0
114,3,10,0,0,6,0
114,3,11,0,0,11,0
114,3,12,0,1,10,0
114,3,13,1,0,12,0
114,3,14,0,1,8,0
114,4,1,0,1,13,6
114,4,2,0,0,6,0
114,4,3,0,0,1,0
114,4,4,0,0,5,0
114,4,5,0,1,3,0
114,4,6,1,0,7,0
114,4,7,0,1,10,0
114,4,8,0,1,4,0
114,4,9,0,1,2,0
114,4,10,0,0,12,0
114,4,11,0,0,8,0
114,4,12,0,1,9,0
114,4,13,0,0,11,0
114,4,14,0,1,14,0
114,5,1,0,1,9,2
114,5,2,1,0,14,0
114,5,3,0,0,11,0
114,5,4,0,0,6,0
114,5,5,0,1,2,0
114,5,6,0,0,10,0
114,5,7,0,1,4,0
114,5,8,0,1,12,0
114,5,9,0,1,1,0
114,5,10,0,0,3,0
114,5,11,0,0,5,0
114,5,12,0,1,13,0
114,5,13,0,0,7,0
114,5,14,0,1,8,0
114,6,1,0,1,11,13
114,6,2,0,0,7,0
114,6,3,0,0,8,0
114,6,4,0,0,10,0
114,6,5,0,1,3,0
114,6,6,0,0,9,0
114,6,7,0,1,14,0
114,6,8,0,1,12,0
114,6,9,0,1,1,0
114,6,10,0,0,6,0
114,6,11,0,0,2,0
114,6,12,0,1,5,0
114,6,13,1,0,13,0
114,6,14,0,1,4,0
114,7,1,0,1,3,4
114,7,2,0,0,2,0
114,7,3,0,0,9,0
114,7,4,1,0,14,0
114,7,5,0,1,12,0
114,7,6,0,0,1,0
114,7,7,0,1,8,0
114,7,8,0,1,10,0
114,7,9,0,1,13,0
114,7,10,0,0,5,0
114,7,11,0,0,7,0
114,7,12,0,1,11,0
114,7,13,0,0,4,0
114,7,14,0,1,6,0
114,8,1,0,1,11,10
114,8,2,0,0,8,0
114,8,3,0,0,14,0
114,8,4,0,0,5,0
114,8,5,0,1,6,0
114,8,6,0,0,4,0
114,8,7,0,1,7,0
114,8,8,0,1,9,0
114,8,9,0,1,1,0
114,8,10,1,0,13,0
114,8,11,0,0,3,0
114,8,12,0,1,12,0
114,8,13,0,0,10,0
114,8,14,0,1,2,0
115,1,1,0,1,14,10
115,1,2,0,0,3,0
115,1,3,0,0,12,0
115,1,4,0,1,5,0
115,1,5,0,0,2,0
115,1,6,0,1,8,0
115,1,7,0,0,9,0
115,1,8,0,1,10,0
115,1,9,0,0,4,0
115,1,10,1,0,13,0
115,1,11,0,1,11,0
115,1,12,0,0,6,0
115,1,13,0,1,7,0
115,1,14,0,1,1,0
115,2,1,0,1,13,7
115,2,2,0,0,11,0
115,2,3,0,0,8,0
115,2,4,0,1,4,0
115,2,5,0,0,1,0
115,2,6,0,1,3,0
115,2,7,1,0,14,0
115,2,8,0,1,5,0
115,2,9,0,0,12,0
115,2,10,0,0,10,0
115,2,11,0,1,6,0
115,2,12,0,0,7,0
115,2,13,0,1,2,0
115,2,14,0,1,9,0
115,3,1,0,1,14,12
115,3,2,0,0,2,0
115,3,3,0,0,3,0
115,3,4,0,1,5,0
115,3,5,0,0,4,0
115,3,6,0,1,9,0
115,3,7,0,0,13,0
115,3,8,0,1,1,0
115,3,9,0,0,7,0
115,3,10,0,0,6,0
115,3,11,0,1,11,0
115,3,12,1,0,10,0
115,3,13,0,1,12,0
115,3,14,0,1,8,0
115,4,1,0,1,13,13
115,4,2,0,0,6,0
115,4,3,0,0,1,0
115,4,4,0,1,5,0
115,4,5,0,0,3,0
115,4,6,0,1,7,0
115,4,7,0,0,10,0
115,4,8,0,1,4,0
115,4,9,0,0,2,0
115,4,10,0,0,12,0
115,4,11,0,1,8,0
115,4,12,0,0,9,0
115,4,13,1,1,11,0
115,4,14,0,1,14,0
115,5,1,0,1,9,2
115,5,2,1,0,14,0
115,5,3,0,0,11,0
115,5,4,0,1,6,0
115,5,5,0,0,2,0
115,5,6,0,1,10,0
115,5,7,0,0,4,0
115,5,8,0,1,12,0
115,5,9,0,0,1,0
115,5,10,0,0,3,0
115,5,11,0,1,5,0
115,5,12,0,0,13,0
115,5,13,0,1,7,0
115,5,14,0,1,8,0
115,6,1,0,1,11,13
115,6,2,0,0,7,0
115,6,3,0,0,8,0
115,6,4,0,1,10,0
115,6,5,0,0,3,0
115,6,6,0,1,9,0
115,6,7,0,0,14,0
115,6,8,0,1,12,0
115,6,9,0,0,1,0
115,6,10,0,0,6,0
115,6,11,0,1,2,0
115,6,12,0,0,5,0
115,6,13,1,1,13,0
115,6,14,0,1,4,0
115,7,1,0,1,3,8
115,7,2,0,0,2,0
115,7,3,0,0,9,0
115,7,4,0,1,14,0
115,7,5,0,0,12,0
115,7,6,0,1,1,0
115,7,7,0,0,8,0
115,7,8,1,1,10,0
115,7,9,0,0,13,0
115,7,10,0,0,5,0
115,7,11,0,1,7,0
115,7,12,0,0,11,0
115,7,13,0,1,4,0
115,7,14,0,1,6,0
115,8,1,0,1,11,11
115,8,2,0,0,8,0
115,8,3,0,0,14,0
115,8,4,0,1,5,0
115,8,5,0,0,6,0
115,8,6,0,1,4,0
115,8,7,0,0,7,0
115,8,8,0,1,9,0
115,8,9,0,0,1,0
115,8,10,0,0,13,0
115,8,11,1,1,3,0
115,8,12,0,0,12,0
115,8,13,0,1,10,0
115,8,14,0,1,2,0
116,1,1,0,1,14,10
116,1,2,0,1,3,0
116,1,3,0,1,12,0
116,1,4,0,0,5,0
116,1,5,0,1,2,0
116,1,6,0,0,8,0
116,1,7,0,0,9,0
116,1,8,0,0,10,0
116,1,9,0,0,4,0
116,1,10,1,0,13,0
116,1,11,0,0,11,0
116,1,12,0,1,6,0
116,1,13,0,1,7,0
116,1,14,0,1,1,0
116,2,1,0,1,13,14
116,2,2,0,1,11,0
116,2,3,0,1,8,0
116,2,4,0,0,4,0
116,2,5,0,1,1,0
116,2,6,0,0,3,0
116,2,7,0,0,14,0
116,2,8,0,0,5,0
116,2,9,0,0,12,0
116,2,10,0,0,10,0
116,2,11,0,0,6,0
116,2,12,0,1,7,0
116,2,13,0,1,2,0
116,2,14,1,1,9,0
116,3,1,0,1,14,12
116,3,2,0,1,2,0
116,3,3,0,1,3,0
116,3,4,0,0,5,0
116,3,5,0,1,4,0
116,3,6,0,0,9,0
116,3,7,0,0,13,0
116,3,8,0,0,1,0
116,3,9,0,0,7,0
116,3,10,0,0,6,0
116,3,11,0,0,11,0
116,3,12,1,1,10,0
116,3,13,0,1,12,0
116,3,14,0,1,8,0
116,4,1,1,1,13,1
116,4,2,0,1,6,0
116,4,3,0,1,1,0
116,4,4,0,0,5,0
116,4,5,0,1,3,0
116,4,6,0,0,7,0
116,4,7,0,0,10,0
116,4,8,0,0,4,0
116,4,9,0,0,2,0
116,4,10,0,0,12,0
116,4,11,0,0,8,0
116,4,12,0,1,9,0
116,4,13,0,1,11,0
116,4,14,0,1,14,0
116,5,1,0,1,9,2
116,5,2,1,1,14,0
116,5,3,0,1,11,0
116,5,4,0,0,6,0
116,5,5,0,1,2,0
116,5,6,0,0,10,0
116,5,7,0,0,4,0
116,5,8,0,0,12,0
116,5,9,0,0,1,0
116,5,10,0,0,3,0
116,5,11,0,0,5,0
116,5,12,0,1,13,0
116,5,13,0,1,7,0
116,5,14,0,1,8,0
116,6,1,0,1,11,13
116,6,2,0,1,7,0
116,6,3,0,1,8,0
116,6,4,0,0,10,0
116,6,5,0,1,3,0
116,6,6,0,0,9,0
116,6,7,0,0,14,0
116,6,8,0,0,12,0
116,6,9,0,0,1,0
116,6,10,0,0,6,0
116,6,11,0,0,2,0
116,6,12,0,1,5,0
116,6,13,1,1,13,0
116,6,14,0,1,4,0
116,7,1,0,1,3,5
116,7,2,0,1,2,0
116,7,3,0,1,9,0
116,7,4,0,0,14,0
116,7,5,1,1,12,0
116,7,6,0,0,1,0
116,7,7,0,0,8,0
116,7,8,0,0,10,0
116,7,9,0,0,13,0
116,7,10,0,0,5,0
116,7,11,0,0,7,0
116,7,12,0,1,11,0
116,7,13,0,1,4,0
116,7,14,0,1,6,0
116,8,1,0,1,11,12
116,8,2,0,1,8,0
116,8,3,0,1,14,0
116,8,4,0,0,5,0
116,8,5,0,1,6,0
116,8,6,0,0,4,0
116,8,7,0,0,7,0
116,8,8,0,0,9,0
116,8,9,0,0,1,0
116,8,10,0,0,13,0
116,8,11,0,0,3,0
116,8,12,1,1,12,0
116,8,13,0,1,10,0
116,8,14,0,1,2,0
117,1,1,0,0,14,8
117,1,2,0,0,3,0
117,1,3,0,1,12,0
117,1,4,0,0,5,0
117,1,5,0,1,2,0
117,1,6,0,0,8,0
117,1,7,0,1,9,0
117,1,8,1,0,10,0
117,1,9,0,1,4,0
117,1,10,0,1,13,0
117,1,11,0,1,11,0
117,1,12,0,0,6,0
117,1,13,0,1,7,0
117,1,14,0,0,1,0
117,2,1,0,0,13,9
117,2,2,0,0,11,0
117,2,3,0,1,8,0
117,2,4,0,0,4,0
117,2,5,0,1,1,0
117,2,6,0,0,3,0
117,2,7,0,1,14,0
117,2,8,0,0,5,0
117,2,9,1,1,12,0
117,2,10,0,1,10,0
117,2,11,0,1,6,0
117,2,12,0,0,7,0
117,2,13,0,1,2,0
117,2,14,0,0,9,0
117,3,1,0,0,14,7
117,3,2,0,0,2,0
117,3,3,0,1,3,0
117,3,4,0,0,5,0
117,3,5,0,1,4,0
117,3,6,0,0,9,0
117,3,7,1,1,13,0
117,3,8,0,0,1,0
117,3,9,0,1,7,0
117,3,10,0,1,6,0
117,3,11,0,1,11,0
117,3,12,0,0,10,0
117,3,13,0,1,12,0
117,3,14,0,0,8,0
117,4,1,0,0,13,14
117,4,2,0,0,6,0
117,4,3,0,1,1,0
117,4,4,0,0,5,0
117,4,5,0,1,3,0
117,4,6,0,0,7,0
117,4,7,0,1,10,0
117,4,8,0,0,4,0
117,4,9,0,1,2,0
117,4,10,0,1,12,0
117,4,11,0,1,8,0
117,4,12,0,0,9,0
117,4,13,0,1,11,0
117,4,14,1,0,14,0
117,5,1,0,0,9,8
117,5,2,0,0,14,0
117,5,3,0,1,11,0
117,5,4,0,0,6,0
117,5,5,0,1,2,0
117,5,6,0,0,10,0
117,5,7,0,1,4,0
117,5,8,1,0,12,0
117,5,9,0,1,1,0
117,5,10,0,1,3,0
117,5,11,0,1,5,0
117,5,12,0,0,13,0
117,5,13,0,1,7,0
117,5,14,0,0,8,0
117,6,1,0,0,11,13
117,6,2,0,0,7,0
117,6,3,0,1,8,0
117,6,4,0,0,10,0
117,6,5,0,1,3,0
117,6,6,0,0,9,0
117,6,7,0,1,14,0
117,6,8,0,0,12,0
117,6,9,0,1,1,0
117,6,10,0,1,6,0
117,6,11,0,1,2,0
117,6,12,0,0,5,0
117,6,13,1,1,13,0
117,6,14,0,0,4,0
117,7,1,0,0,3,4
117,7,2,0,0,2,0
117,7,3,0,1,9,0
117,7,4,1,0,14,0
117,7,5,0,1,12,0
117,7,6,0,0,1,0
117,7,7,0,1,8,0
117,7,8,0,0,10,0
117,7,9,0,1,13,0
117,7,10,0,1,5,0
117,7,11,0,1,7,0
117,7,12,0,0,11,0
117,7,13,0,1,4,0
117,7,14,0,0,6,0
117,8,1,0,0,11,10
117,8,2,0,0,8,0
117,8,3,0,1,14,0
117,8,4,0,0,5,0
117,8,5,0,1,6,0
117,8,6,0,0,4,0
117,8,7,0,1,7,0
117,8,8,0,0,9,0
117,8,9,0,1,1,0
117,8,10,1,1,13,0
117,8,11,0,1,3,0
117,8,12,0,0,12,0
117,8,13,0,1,10,0
117,8,14,0,0,2,0
118,1,1,0,1,14,10
118,1,2,0,1,3,0
