"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","early1","early2","stamp","id"
"ABUF5EN8YNJQO","cs_wg_full_v1_real2","3OB0CAO74HQF5UBUSQ1BHWJZF4EHYH","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","15","0","21286","forgery","how am i supposed to guess this???","21000",,,"2018-06-25 15:38:03","18873"
"A1Z75R3T39OXBX","cs_wg_full_v1_real2","36WLNQG78ZB78CRHSXFLOIOL2F4EBJ","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","22599","walrus",,"21000",,,"2018-06-25 15:38:14","18874"
"ABLOHOJH95YT9","cs_wg_full_v1_real2","30LSNF239UWP04T75NC184J902YI2U","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","15370","costume","bagpipe
costume
chimney","21000",,,"2018-06-25 15:38:19","18875"
"AQ85UGGLK7PPD","cs_wg_full_v1_real2","3WJEQKOXA83351SDAVKAMNLLVOFA11","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","37352","firefly","walrus
walnut
celery
bullet
","21000",,,"2018-06-25 15:38:20","18876"
"A1CFIN7JU3X5NM","cs_wg_full_v1_real2","3DQQ64TANGM3T6EIW2RS580AQNNWP1","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","32481","Beaver",,"21000",,,"2018-06-25 15:38:24","18877"
"A1KK5LQOS6HRX4","cs_wg_full_v1_real2","31UV0MXWNQDHZ1CUN6EZ6BMLKCOI5U","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","36441","silver","silver
traffic
pickle
throne","21000",,,"2018-06-25 15:38:25","18878"
"A1IX6Q3KQM8HYH","cs_wg_full_v1_real2","3I33IC7ZWF3AUMA9TZKOR6VQNUTA2I","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","24918","sunbu","sunburn
hermit
balcony","21000",,,"2018-06-25 15:38:26","18879"
"A50MSA1JBX8XG","cs_wg_full_v1_real2","37Z929RLG998EHQGTEQBDTYM9DETSQ","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","47022","sunburn","sunburn","21000",,,"2018-06-25 15:38:32","18880"
"A2ET1M9UUKJ9KB","cs_wg_full_v1_real2","3BV8HQ2ZZW2YCNTAG1WRHJC23ZVA6Z","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","27403","carrot",,"21000",,,"2018-06-25 15:38:35","18881"
"A38TRK9FTACBMB","cs_wg_full_v1_real2","3PPTZCWALQLSNDK272QO4HK2CLDQZC","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","24654","javelin",,"21000",,,"2018-06-25 15:38:35","18882"
"A18DPL84V01L8N","cs_wg_full_v1_real2","3TEM0PF1Q5Y1WJA7YM7CYJAHBZ70DR","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","37753","CELERY","CELERY
DAGGER
COFFEE
PICTURE","21000",,,"2018-06-25 15:38:43","18883"
"ACP3L9X63GBRK","cs_wg_full_v1_real2","3NLZY2D53PQ8IO3YS1ZFW294XC6LQP","reversed","Memory","1","[]","1","30","1","29450","[""shiver"",""pillar"",""sponge"",""spatula"",""baboon"",""bagpipe"",""walrus"",""giraffe"",""priest"",""animal"",""budget"",""""]","[""15"",""15"",""13"",""13"",""10"",""10"",""12"",""1"",""2"",""13"",""6"",""""]","181000",,,"2018-06-25 15:38:45","18884"
"A28R9IE36LBDCV","cs_wg_full_v1_real2","34MAJL3QP4OKDFQBOYO2XDEI1YY34C","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","42836","goggles",,"21000",,,"2018-06-25 15:38:56","18885"
"AK8NUCU4Z1MD8","cs_wg_full_v1_real2","32UTUBMZ7GXOAND3NN4VOMC72A8BVN","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","30","0","65563","beaver","peacock
bullet
chur","21000",,,"2018-06-25 15:38:58","18886"
"A1E77HZO63E334","cs_wg_full_v1_real2","3LYA37P8IQOAUCJROJQOMD1QMC0BK0","normal","Memory","1","[]","1","30","1","11624","[""COSTUME"",""FRIEND"",""FIREFLY"",""FACTORY"",""PUMPKIN"",""BARREL"",""DOLLAR"",""TRIVIA"",""ABDOMEN"",""KIDNEY"",""DRAGON"",""""]","[""3"",""15"",""14"",""6"",""7"",""4"",""1"",""1"",""3"",""3"",""10"",""6""]","181000",,,"2018-06-25 15:39:04","18887"
"A23HM12PMNQJ6P","cs_wg_full_v1_real2","3STRJBFXOWSAQYD8O5H9M77CSJ1TK9","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","20108","factory","animal
factory","21000",,,"2018-06-25 15:39:10","18888"
"A5Q0UTSKAI2TQ","cs_wg_full_v1_real2","30BXRYBRP4YBGPGUDPJNWZYJ4WEHWI","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","46899","beaver","beaver
fireman
dollar
battery
picture","21000",,,"2018-06-25 15:39:12","18889"
"AEBMA5BAWFBMJ","cs_wg_full_v1_real2","3HMVI3QICJT41JQGQ1YQP93SYFKY11","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","17335","liquid",,"21000",,,"2018-06-25 15:39:14","18890"
"A1GH9010K52KPD","cs_wg_full_v1_real2","3JRJSWSMQHM25HN4D40F6ZQ9ENT3EJ","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25671","balcony",,"21000",,,"2018-06-25 15:39:18","18891"
"A1XIADQR1BY59W","cs_wg_full_v1_real2","3CFJTT4SXTRWM5QDBZTW4V0HBIN7I2","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","18119","baboon","baboon
","21000",,,"2018-06-25 15:39:33","18892"
"A39MLQY9HOG1S6","cs_wg_full_v1_real2","3KYQYYSHYV8MZ02Q079NOK6Z92LOD3","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","30390","Shiver","Factory
Coffee
Parent

Shiver","21000",,,"2018-06-25 15:39:39","18893"
"A1FYMTQ3YSEOQ9","cs_wg_full_v1_real2","3JRJSWSMQHM25HN4D40F6ZQ9ENRE3S","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","32869","fireman",,"21000",,,"2018-06-25 15:39:40","18894"
"A2CMBHWGR6ZSX5","cs_wg_full_v1_real2","3DR23U6WE5F74YLYSJ66OCU78M5ETA","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","22576","roy","royalty  throne  budget ","21000",,,"2018-06-25 15:39:50","18895"
"A1FN7SJZSFNHXH","cs_wg_full_v1_real2","3EA3QWIZ4IWJK3NKO2WX9RSZ0FAITL","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","28506","Beaver",,"21000",,,"2018-06-25 15:40:02","18896"
"A2XFTZ87OXHQJN","cs_wg_full_v1_real2","31UV0MXWNQDHZ1CUN6EZ6BMLKCP5II","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25621","MONKEY",,"21000",,,"2018-06-25 15:40:05","18897"
"ALLP45O3BDWYM","cs_wg_full_v1_real2","3LOTDFNYA70R2TPOIZVNTEM6OH1WFZ","reversed","Memory","1","[]","1","30","1","15409","[""friend"",""planet"",""javelin"",""shiver"",""traffic"",""pumpkin"",""flight"",""throne"","""","""","""",""""]","[""2"",""13"",""15"",""15"",""1"",""11"",""6"",""10"","""","""","""",""""]","181000",,,"2018-06-25 15:40:12","18898"
"A2O0Q5E0X134ZJ","cs_wg_full_v1_real2","3RGU30DZTA9B2JH6XNGLZEC7JM3JMX","reversed","Memory","1","[]","1","30","1","14296","[""bakery"",""walrus"",""abdomen"",""muffin"",""picture"",""heaven"","""","""","""","""","""",""""]","[""2"",""12"",""13"",""1"",""12"",""15"","""","""","""","""","""",""""]","181000",,,"2018-06-25 15:40:20","18899"
"A1RDT8BS8A8S76","cs_wg_full_v1_real2","3RWE2M8QWHBAIV1KNGLFUOMBP38N0V","normal","Memory","1","[]","1","30","1","37524","[""Beggar"",""Walrus"",""Heaven"",""Chicken"",""Baboon"",""Goggles"",""Celery"",""Bagpipe"","""","""","""",""""]","[""10"",""1"",""1"",""14"",""6"",""1"",""14"",""4"","""","""","""",""""]","181000",,,"2018-06-25 15:40:24","18900"
"A2XPDRWL1KCWDM","cs_wg_full_v1_real2","3VJ40NV2QIOTGPYNMX92TOOLCO9OTM","normal","Memory","1","[]","1","30","1","13472","[""almond"",""planet"",""heaven"",""demon"",""friend"",""coffee"",""eardrum"",""jungle"",""bikini"",""turkey"","""",""""]","[""6"",""3"",""1"",""3"",""14"",""15"",""4"",""10"",""6"",""7"","""",""""]","181000",,,"2018-06-25 15:40:30","18901"
"A3QDBNW2H8EMFW","cs_wg_full_v1_real2","39GHHAVOMFSVYTS0RJGPDKV7XVJ4JO","normal","Memory","1","[]","1","30","1","13731","[""magnet"",""abdomen"",""flight"",""parent"",""coffee"",""domino"",""sunburn"",""pillar"",""HEAVEN"",""chorus"",""factory"",""""]","[""3"",""3"",""10"",""14"",""15"",""6"",""3"",""1"",""1"",""4"",""7"",""""]","181000",,,"2018-06-25 15:40:31","18902"
"A9FCR1QRZAM3U","cs_wg_full_v1_real2","3VFJCI1K4Z0S8X4XUPRZO0E1XHLRGP","reversed","Memory","1","[]","1","30","1","28694","[""baboon"",""jungle"",""monkey"",""parent"",""coffin"",""abdomen"",""casino"",""beaver"",""banquet"",""sprial"",""chimney"",""""]","[""15"",""6"",""9"",""2"",""1"",""13"",""9"",""15"",""13"",""12"",""12"",""""]","181000",,,"2018-06-25 15:40:33","18903"
"A1VM06KJPJEYUD","cs_wg_full_v1_real2","3NLZY2D53PQ8IO3YS1ZFW294XC7QLV","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","14114","baptism","pillar coffin baptism heav","21000",,,"2018-06-25 15:40:34","18904"
"A3A6O8L15PJO0I","cs_wg_full_v1_real2","3L4D84MILZTPA5GV6Q08794B205HJN","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","42919","balcony","baptism balcony ","21000",,,"2018-06-25 15:40:38","18905"
"A1C7UV2UT2S9T7","cs_wg_full_v1_real2","3UWN2HHPUY6AJ4LWWI4Z4USUKVRSNN","reversed","Memory","1","[]","1","30","1","16344","[""waffle"",""celery"",""baptism"",""dollar"",""abodomen"",""almond"",""chorus"",""cricket"","""","""","""",""""]","[""1"",""6"",""10"",""15"",""13"",""10"",""12"",""9"","""","""","""",""""]","181000",,,"2018-06-25 15:40:42","18906"
"A1CTJ8UT7SF317","cs_wg_full_v1_real2","3HFNH7HEMHFSWWPXHA2ZJA4W1VMGQG","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","21399","Canvas",,"21000",,,"2018-06-25 15:40:43","18907"
"A1MCESL59XN0X6","cs_wg_full_v1_real2","3Q8GYXHFEP3QMYQUVWIDV8OQ7755CG","normal","Memory","1","[]","1","30","1","24478","[""PEACOCK"",""FIREFLY"",""DRAGON"",""BAKERY"",""BEAVER"",""JAVELIN"",""WALRUS"",""SUNBURN"",""CHICKEN"",""CHIMNEY"",""BIKINI"",""""]","[""6"",""15"",""10"",""14"",""1"",""3"",""4"",""3"",""7"",""3"",""6"",""""]","181000",,,"2018-06-25 15:40:44","18908"
"AFOSHFLRNELUY","cs_wg_full_v1_real2","3SB5N7Y3O35483KY0C8K44DEORMG0G","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","27408","Canvas",,"21000",,,"2018-06-25 15:40:51","18909"
"A2JIRC73O88L0U","cs_wg_full_v1_real2","3TK8OJTYM1MQEHED6SMWJ6HWJELVPQ","normal","Memory","1","[]","1","30","1","17224","[""Jungle"",""Priest"",""Waffle"",""Cannon"",""Bikini"",""Shiver"",""Throne"",""Chorus"",""Goggles"","""","""",""""]","[""7"",""14"",""15"",""3"",""6"",""1"",""6"",""4"",""1"","""","""",""""]","181000",,,"2018-06-25 15:40:52","18910"
"A13T61GJTR2Y9B","cs_wg_full_v1_real2","3XIQGXAUMC9TC0F8ALTX75NWZVOX7P","reversed","Memory","1","[]","1","30","1","18078","[""beaver"",""bullet"",""animal"",""balcony"",""jacket"",""domino"",""liquid"",""camera"",""firefly"",""dragon"",""walrus"",""cannon""]","[""15"",""15"",""13"",""10"",""9"",""10"",""13"",""2"",""1"",""6"",""12"",""12""]","181000",,,"2018-06-25 15:40:55","18911"
"A3PV8HAHROZ3RY","cs_wg_full_v1_real2","3SBEHTYCWN4F1PMEY8JWH8KEFHSIYA","reversed","Memory","1","[]","1","30","1","37619","[""dollar"",""canvas"",""camera"",""almond"",""pumpkin"",""jungle"",""penguin"",""demon"",""firefly"",""spiral"","""",""""]","[""15"",""15"",""2"",""10"",""9"",""6"",""13"",""13"",""1"",""12"","""",""""]","181000",,,"2018-06-25 15:41:11","18912"
"A2U168YW4BPLJF","cs_wg_full_v1_real2","3VBEN272MK049C4A9ER4EAJXJJ4GS2","reversed","Memory","1","[]","1","30","1","22263","[""penguin"",""peanut"",""dagger"",""bucket"",""silver"",""eardrum"",""peacock"",""coffee"",""forgery"",""animal"","""",""""]","[""13"",""10"",""6"","""",""15"","""",""10"",""1"",""2"",""11"","""",""""]","181000",,,"2018-06-25 15:41:12","18913"
"A2YLF7L8H2LYU7","cs_wg_full_v1_real2","3QJOXOW4XJS3R3VEJM5U2YZFEE8EM8","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","30070","spatula","celery
smo","21000",,,"2018-06-25 15:41:13","18914"
"A1LA0WFA40WZA","cs_wg_full_v1_real2","3OONKJ5DKCKTK346MBIHTUIZ6HBBOL","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","24080","shiver",,"21000",,,"2018-06-25 15:41:16","18915"
"AMG2RYZ491GTF","cs_wg_full_v1_real2","3KB8R4ZV1E85SQN8YS59OL9XFVKBGY","normal","Memory","1","[]","1","30","1","16103","[""tongue"",""coffee"",""bakery"",""royalty"",""silver"",""barrel"",""domino"",""bucket"",""throne"","""","""",""""]","[""10"",""15"",""14"",""1"",""1"",""4"",""6"",""7"",""6"","""","""",""""]","181000",,,"2018-06-25 15:41:19","18916"
"A30VAYXB85107X","cs_wg_full_v1_real2","3WQ3B2KGE8H8OBX5G9K6HY5RD60B1X","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","20993",,,"21000",,,"2018-06-25 15:41:19","18917"
"A2NI2HSU84PHJW","cs_wg_full_v1_real2","3NL0RFNU0FOQ9DYI94G1EZVKCKJK43","reversed","Memory","1","[]","1","30","1","18748","[""dollar"",""silver"",""costume"",""church"",""casino"",""balcony"",""celery"",""firefly"",""hermit"",""dagger"",""magnet"",""""]","[""15"",""15"",""13"",""12"",""10"",""10"",""2"",""1"",""13"",""6"",""12"",""""]","181000",,,"2018-06-25 15:41:22","18918"
"A2I4QB4NKW4D0O","cs_wg_full_v1_real2","35GMH2SV3EIRR6GQW2K7U2OK9EOEOO","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","23179","silver",,"21000",,,"2018-06-25 15:41:27","18919"
"A2YI5087KM0D3V","cs_wg_full_v1_real2","3A7Y0R2P2OPMWVGABUIUAVS5QQOJXI","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","27707","celery","peacock celery google","21000",,,"2018-06-25 15:41:28","18920"
"A1Z75R3T39OXBX","cs_wg_full_v1_real2","36WLNQG78ZB78CRHSXFLOIOL2F4EBJ","normal","Memory","1","[]","1","30","1","16121","[""summer"",""walnut"",""walrus"",""flight"",""banquet"",""friend"",""waffle"",""bullet"",""beaver"",""domino"",""blanket"",""factory""]","[""3"",""3"",""4"",""10"",""3"",""14"",""15"",""1"",""1"",""6"",""7"",""6""]","181000",,,"2018-06-25 15:41:33","18921"
"A3ARX59NBWXB9R","cs_wg_full_v1_real2","36AHBNMV1RDYTE6S6UILQB41NCMYDQ","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","23364"," BAPTISM","BAPTISM
SUNBURN","21000",,,"2018-06-25 15:41:38","18922"
"ABLOHOJH95YT9","cs_wg_full_v1_real2","30LSNF239UWP04T75NC184J902YI2U","normal","Memory","1","[]","1","30","1","16898","[""muffin"",""friend"",""dragon"",""chicken"",""bagpipe"",""almond"",""costume"",""chimney"",""bullet"",""silver"",""fireman"",""""]","[""15"",""14"",""10"",""7"",""6"",""6"",""3"",""3"",""1"",""1"",""3"",""""]","181000",,,"2018-06-25 15:41:39","18923"
"A1JBSFXMMRGSQD","cs_wg_full_v1_real2","3TMSXRD2X610CEVGB0G24CICN7IW1Y","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","20433","sunburn
sunbur",,"21000",,,"2018-06-25 15:41:41","18924"
"ABUF5EN8YNJQO","cs_wg_full_v1_real2","3OB0CAO74HQF5UBUSQ1BHWJZF4EHYH","reversed","Memory","1","[]","1","30","1","35036","[""Forgery"",""Firefly"",""Science"",""trivia"",""monkey"",""budget"","""","""","""","""","""",""""]","[""2"",""1"",""13"",""15"",""9"",""6"","""","""","""","""","""",""""]","181000",,,"2018-06-25 15:41:41","18925"
"A1320NEHBNZ8FM","cs_wg_full_v1_real2","36V4Q8R5ZK1SO6LJSD0UWFOTXHVQMV","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","68476","traffic",,"21000",,,"2018-06-25 15:41:43","18926"
"A3GGB9CWDQLV6E","cs_wg_full_v1_real2","3NC5L260MONJXKGMRD4DCK9KLF3FO7","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","28636","church",,"21000",,,"2018-06-25 15:41:45","18927"
"AOT2NAR1H34Q0","cs_wg_full_v1_real2","354GIDR5ZB77XZ9DMAJHJCQYHAZ00Z","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","18152","sunburn","javelin
bakery
sunburn","21000",,,"2018-06-25 15:41:47","18928"
"A2PJ1XAIGPIGJU","cs_wg_full_v1_real2","3KRVW3HTZNM41M0WKHPZRF3UF5IMSI","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","19415","beaver",,"21000",,,"2018-06-25 15:41:48","18929"
"AQ85UGGLK7PPD","cs_wg_full_v1_real2","3WJEQKOXA83351SDAVKAMNLLVOFA11","normal","Memory","1","[]","1","30","1","24600","[""silver"",""bullet"",""abdomen"",""walnut"",""walrus"",""firefly"",""celery"",""beggar"",""balcony"",""pickle"","""",""""]","[""1"",""1"",""3"",""3"",""4"",""15"",""14"",""10"",""6"",""7"","""",""""]","181000",,,"2018-06-25 15:41:48","18930"
"A1CFIN7JU3X5NM","cs_wg_full_v1_real2","3DQQ64TANGM3T6EIW2RS580AQNNWP1","normal","Memory","1","[]","1","30","1","23446","[""Budget"",""Throne"",""Beaver"",""Monkey"",""Dollar"",""Domino"",""Battery"",""Waffle"",""Spatula"",""Spiral"",""Sponge"",""Hermit""]","[""10"",""5"",""2"",""7"",""1"",""6"",""14"",""15"",""2"",""4"",""3"",""3""]","181000",,,"2018-06-25 15:41:51","18931"
